PassengerId,Survived,Pclass,Sex_encoded,Age,Age_scaled,SibSp,Parch,Fare,Fare_scaled,Has_Cabin,Embarked_C,Embarked_Q,Embarked_S,Pclass_norm
268,1,3,1,25.0,-0.33499878238379277,1,0,7.775,-0.4915983593444487,0,0,0,1,1.0
269,1,1,0,58.0,2.1996225024366516,0,1,153.4625,2.440127305651523,1,0,0,1,0.0
270,1,1,0,35.0,0.4330682736224024,0,0,135.6333,2.081343448242025,1,0,0,1,0.0
271,0,1,1,28.0,-0.10457866558193422,0,0,31.0,-0.024232740677566176,0,0,0,1,0.0
272,1,3,1,25.0,-0.33499878238379277,0,0,0.0,-0.6480576784030068,0,0,0,1,1.0
273,1,2,0,41.0,0.8939085072261196,0,1,19.5,-0.2556516691886167,0,0,0,1,0.5
274,0,1,1,37.0,0.5866816848236415,0,1,29.7,-0.05039314129185886,1,1,0,0,0.0
275,1,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
276,1,1,0,63.0,2.583656030439749,1,0,77.9583,0.9207272132963871,1,0,0,1,0.0
277,0,3,0,45.0,1.2011353296285976,0,0,7.75,-0.49210144397164657,0,0,0,1,1.0
278,0,2,1,28.0,-0.10457866558193422,0,0,0.0,-0.6480576784030068,0,0,0,1,0.5
279,0,3,1,7.0,-1.717519483194944,4,1,29.125,-0.061964087717411374,0,0,1,0,1.0
280,1,3,0,35.0,0.4330682736224024,1,1,20.25,-0.24055913037267862,0,0,0,1,1.0
281,0,3,1,65.0,2.737269441640988,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
282,0,3,1,28.0,-0.10457866558193422,0,0,7.8542,-0.4900045872454856,0,0,0,1,1.0
283,0,3,1,16.0,-1.0262591327893684,0,0,9.5,-0.4568855200677911,0,0,0,1,1.0
284,1,3,1,19.0,-0.79583901598751,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
285,0,1,1,28.0,-0.10457866558193422,0,0,26.0,-0.12484966611715337,1,0,0,1,0.0
286,0,3,1,33.0,0.27945486242116335,0,0,8.6625,-0.4737388550789219,0,1,0,0,1.0
287,1,3,1,30.0,0.04903474561930482,0,0,9.5,-0.4568855200677911,0,0,0,1,1.0
288,0,3,1,22.0,-0.5654188991856514,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
289,1,2,1,42.0,0.970715212826739,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
290,1,3,0,22.0,-0.5654188991856514,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
291,1,1,0,26.0,-0.25819207678317324,0,0,78.85,0.938671235779283,0,0,0,1,0.0
292,1,1,0,19.0,-0.79583901598751,1,0,91.0792,1.1847641366964432,1,1,0,0,0.0
293,0,2,1,36.0,0.5098749792230219,0,0,12.875,-0.3889690953960697,1,1,0,0,0.5
294,0,3,0,24.0,-0.4118054879844123,0,0,8.85,-0.4699657203749374,0,0,0,1,1.0
295,0,3,1,24.0,-0.4118054879844123,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
296,0,1,1,28.0,-0.10457866558193422,0,0,27.7208,-0.09022134505786503,0,1,0,0,0.0
297,0,3,1,23.5,-0.45020884078472206,0,0,7.2292,-0.502581702925434,0,1,0,0,1.0
298,0,1,0,2.0,-2.1015530111980416,1,2,151.55,2.401641331670881,1,0,0,1,0.0
299,1,1,1,28.0,-0.10457866558193422,0,0,30.5,-0.034294433221524895,1,0,0,1,0.0
300,1,1,0,50.0,1.5851688576316951,0,1,247.5208,4.332898697266388,1,1,0,0,0.0
301,1,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
302,1,3,1,28.0,-0.10457866558193422,2,0,23.25,-0.1801889751089263,0,0,1,0,1.0
303,0,3,1,19.0,-0.79583901598751,0,0,0.0,-0.6480576784030068,0,0,0,1,1.0
304,1,2,0,28.0,-0.10457866558193422,0,0,12.35,-0.39953387256722633,1,0,1,0,0.5
305,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
306,1,1,1,0.92,-2.1845042532467107,1,2,151.55,2.401641331670881,1,0,0,1,0.0
307,1,1,0,28.0,-0.10457866558193422,0,0,110.8833,1.583289667316069,0,1,0,0,0.0
308,1,1,0,17.0,-0.9494524271887489,1,0,108.9,1.5433789576712023,1,1,0,0,0.0
309,0,2,1,30.0,0.04903474561930482,1,0,24.0,-0.16509643629298823,0,1,0,0,0.5
310,1,1,0,30.0,0.04903474561930482,0,0,56.9292,0.4975505359440627,1,1,0,0,0.0
311,1,1,0,24.0,-0.4118054879844123,0,0,83.1583,1.0253688157535579,1,1,0,0,0.0
312,1,1,0,18.0,-0.8726457215881294,2,2,262.375,4.631815484039331,1,1,0,0,0.0
313,0,2,0,26.0,-0.25819207678317324,1,1,26.0,-0.12484966611715337,0,0,0,1,0.5
314,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
315,0,2,1,43.0,1.0475219184273585,1,1,26.25,-0.11981881984517401,0,0,0,1,0.5
316,1,3,0,26.0,-0.25819207678317324,0,0,7.8542,-0.4900045872454856,0,0,0,1,1.0
317,1,2,0,24.0,-0.4118054879844123,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
318,0,2,1,54.0,1.8923956800341732,0,0,14.0,-0.3663302871721626,0,0,0,1,0.5
319,1,1,0,31.0,0.12584145121992435,0,2,164.8667,2.669618413871151,1,0,0,1,0.0
320,1,1,0,40.0,0.8171018016255001,1,1,134.5,2.0585376159218884,1,1,0,0,0.0
321,0,3,1,22.0,-0.5654188991856514,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
322,0,3,1,27.0,-0.18138537118255374,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
323,1,2,0,30.0,0.04903474561930482,0,0,12.35,-0.39953387256722633,0,0,1,0,0.5
324,1,2,0,22.0,-0.5654188991856514,1,1,29.0,-0.06447951085340105,0,0,0,1,0.5
325,0,3,1,28.0,-0.10457866558193422,8,2,69.55,0.751523754461651,0,0,0,1,1.0
326,1,1,0,36.0,0.5098749792230219,0,0,135.6333,2.081343448242025,1,1,0,0,0.0
327,0,3,1,61.0,2.43004261923851,0,0,6.2375,-0.5225380639171217,0,0,0,1,1.0
328,1,2,0,36.0,0.5098749792230219,0,0,13.0,-0.38645367226008004,1,0,0,1,0.5
329,1,3,0,31.0,0.12584145121992435,1,1,20.525,-0.23502519947350137,0,0,0,1,1.0
330,1,1,0,16.0,-1.0262591327893684,0,1,57.9792,0.518680090286376,1,1,0,0,0.0
331,1,3,0,28.0,-0.10457866558193422,2,0,23.25,-0.1801889751089263,0,0,1,0,1.0
332,0,1,1,45.5,1.2395386824289074,0,0,28.5,-0.07454120339735977,1,0,0,1,0.0
333,0,1,1,38.0,0.663488390424261,0,1,153.4625,2.440127305651523,1,0,0,1,0.0
334,0,3,1,16.0,-1.0262591327893684,2,0,18.0,-0.28583674682049287,0,0,0,1,1.0
335,1,1,0,28.0,-0.10457866558193422,1,0,133.65,2.041432738597159,0,0,0,1,0.0
336,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
337,0,1,1,29.0,-0.027771959981314702,1,0,66.6,0.6921597684522944,1,0,0,1,0.0
338,1,1,0,41.0,0.8939085072261196,0,0,134.5,2.0585376159218884,1,1,0,0,0.0
339,1,3,1,45.0,1.2011353296285976,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
340,0,1,1,45.0,1.2011353296285976,0,0,35.5,0.06632249221806229,1,0,0,1,0.0
341,1,2,1,2.0,-2.1015530111980416,1,1,26.0,-0.12484966611715337,1,0,0,1,0.5
342,1,1,0,24.0,-0.4118054879844123,3,2,263.0,4.644392599719279,1,0,0,1,0.0
343,0,2,1,28.0,-0.10457866558193422,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
344,0,2,1,25.0,-0.33499878238379277,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
345,0,2,1,36.0,0.5098749792230219,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
346,1,2,0,24.0,-0.4118054879844123,0,0,13.0,-0.38645367226008004,1,0,0,1,0.5
347,1,2,0,40.0,0.8171018016255001,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
348,1,3,0,28.0,-0.10457866558193422,1,0,16.1,-0.32407117848753597,0,0,0,1,1.0
349,1,3,1,3.0,-2.0247463055974224,1,1,15.9,-0.3280958555051195,0,0,0,1,1.0
350,0,3,1,42.0,0.970715212826739,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
351,0,3,1,23.0,-0.48861219358503183,0,0,9.225,-0.46241945096696835,0,0,0,1,1.0
352,0,1,1,28.0,-0.10457866558193422,0,0,35.0,0.05626079967410357,1,0,0,1,0.0
353,0,3,1,15.0,-1.103065838389988,1,1,7.2292,-0.502581702925434,0,1,0,0,1.0
354,0,3,1,25.0,-0.33499878238379277,1,0,17.8,-0.28986142383807634,0,0,0,1,1.0
355,0,3,1,28.0,-0.10457866558193422,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0
356,0,3,1,28.0,-0.10457866558193422,0,0,9.5,-0.4568855200677911,0,0,0,1,1.0
357,1,1,0,22.0,-0.5654188991856514,0,1,55.0,0.4587285014324523,1,0,0,1,0.0
358,0,2,0,38.0,0.663488390424261,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
359,1,3,0,28.0,-0.10457866558193422,0,0,7.8792,-0.4895015026182876,0,0,1,0,1.0
360,1,3,0,28.0,-0.10457866558193422,0,0,7.8792,-0.4895015026182876,0,0,1,0,1.0
361,0,3,1,40.0,0.8171018016255001,1,4,27.9,-0.08661523445011025,0,0,0,1,1.0
362,0,2,1,29.0,-0.027771959981314702,1,0,27.7208,-0.09022134505786503,0,1,0,0,0.5
363,0,3,0,45.0,1.2011353296285976,0,1,14.4542,-0.3571902456652305,0,1,0,0,1.0
364,0,3,1,35.0,0.4330682736224024,0,0,7.05,-0.5061878135331888,0,0,0,1,1.0
365,0,3,1,28.0,-0.10457866558193422,1,0,15.5,-0.3361452095402864,0,0,1,0,1.0
366,0,3,1,30.0,0.04903474561930482,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
367,1,1,0,60.0,2.3532359136378904,1,0,75.25,0.8662270494627804,1,1,0,0,0.0
368,1,3,0,28.0,-0.10457866558193422,0,0,7.2292,-0.502581702925434,0,1,0,0,1.0
369,1,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
370,1,1,0,24.0,-0.4118054879844123,0,0,69.3,0.7464929081896716,1,1,0,0,0.0
371,1,1,1,25.0,-0.33499878238379277,1,0,55.4417,0.4676170006257854,1,1,0,0,0.0
372,0,3,1,18.0,-0.8726457215881294,1,0,6.4958,-0.5173401935489127,0,0,0,1,1.0
373,0,3,1,19.0,-0.79583901598751,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
374,0,1,1,22.0,-0.5654188991856514,0,0,135.6333,2.081343448242025,0,1,0,0,0.0
375,0,3,0,3.0,-2.0247463055974224,3,1,21.075,-0.22395733767514675,0,0,0,1,1.0
376,1,1,0,28.0,-0.10457866558193422,1,0,82.1708,1.0054969729792393,0,1,0,0,0.0
377,1,3,0,22.0,-0.5654188991856514,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
378,0,1,1,27.0,-0.18138537118255374,0,2,211.5,3.6080382676915317,1,1,0,0,0.0
379,0,3,1,20.0,-0.7190323103868904,0,0,4.0125,-0.5673125957377381,0,1,0,0,1.0
380,0,3,1,19.0,-0.79583901598751,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0
381,1,1,0,42.0,0.970715212826739,0,0,227.525,3.930515513725408,0,1,0,0,0.0
382,1,3,0,1.0,-2.1783597167986612,0,2,15.7417,-0.3312813873645368,0,1,0,0,1.0
383,0,3,1,32.0,0.20264815682054385,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
384,1,1,0,35.0,0.4330682736224024,1,0,52.0,0.39835834616870003,0,0,0,1,0.0
385,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
386,0,2,1,18.0,-0.8726457215881294,0,0,73.5,0.8310111255589249,0,0,0,1,0.5
387,0,3,1,1.0,-2.1783597167986612,5,2,46.9,0.29572908222032107,0,0,0,1,1.0
388,1,2,0,36.0,0.5098749792230219,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
389,0,3,1,28.0,-0.10457866558193422,0,0,7.7292,-0.4925200103814753,0,0,1,0,1.0
390,1,2,0,17.0,-0.9494524271887489,0,0,12.0,-0.4065770573479975,0,1,0,0,0.5
391,1,1,1,36.0,0.5098749792230219,1,2,120.0,1.7667485321470857,1,0,0,1,0.0
392,1,3,1,21.0,-0.6422256047862709,0,0,7.7958,-0.49117979293462,0,0,0,1,1.0
393,0,3,1,28.0,-0.10457866558193422,2,0,7.925,-0.48857985158126105,0,0,0,1,1.0
394,1,1,0,23.0,-0.48861219358503183,1,0,113.275,1.6314187674308411,1,1,0,0,0.0
395,1,3,0,24.0,-0.4118054879844123,0,2,16.7,-0.3119971474347855,1,0,0,1,1.0
396,0,3,1,22.0,-0.5654188991856514,0,0,7.7958,-0.49117979293462,0,0,0,1,1.0
397,0,3,0,31.0,0.12584145121992435,0,0,7.8542,-0.4900045872454856,0,0,0,1,1.0
398,0,2,1,46.0,1.2779420352292172,0,0,26.0,-0.12484966611715337,0,0,0,1,0.5
399,0,2,1,23.0,-0.48861219358503183,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
400,1,2,0,28.0,-0.10457866558193422,0,0,12.65,-0.3934968570408512,0,0,0,1,0.5
401,1,3,1,39.0,0.7402950960248805,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
402,0,3,1,26.0,-0.25819207678317324,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
403,0,3,0,21.0,-0.6422256047862709,1,0,9.825,-0.45034541991421795,0,0,0,1,1.0
404,0,3,1,28.0,-0.10457866558193422,1,0,15.85,-0.32910202475951533,0,0,0,1,1.0
405,0,3,0,20.0,-0.7190323103868904,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
406,0,2,1,34.0,0.3562615680217829,1,0,21.0,-0.22546659155674054,0,0,0,1,0.5
407,0,3,1,51.0,1.6619755632323148,0,0,7.75,-0.49210144397164657,0,0,0,1,1.0
408,1,2,1,3.0,-2.0247463055974224,1,1,18.75,-0.2707442080045548,0,0,0,1,0.5
409,0,3,1,21.0,-0.6422256047862709,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0
410,0,3,0,28.0,-0.10457866558193422,3,1,25.4667,-0.13558146738453974,0,0,0,1,1.0
411,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
412,0,3,1,28.0,-0.10457866558193422,0,0,6.8583,-0.5100454664545425,0,0,1,0,1.0
413,1,1,0,33.0,0.27945486242116335,1,0,90.0,1.1630469795095626,1,0,1,0,0.0
414,0,2,1,28.0,-0.10457866558193422,0,0,0.0,-0.6480576784030068,0,0,0,1,0.5
415,1,3,1,44.0,1.1243286240279782,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
416,0,3,0,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
417,1,2,0,34.0,0.3562615680217829,1,1,32.5,0.005952336954309979,0,0,0,1,0.5
418,1,2,0,18.0,-0.8726457215881294,0,2,13.0,-0.38645367226008004,0,0,0,1,0.5
419,0,2,1,30.0,0.04903474561930482,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
420,0,3,0,10.0,-1.4870993663930856,0,2,24.15,-0.16207792852980066,0,0,0,1,1.0
421,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,1,0,0,1.0
422,0,3,1,21.0,-0.6422256047862709,0,0,7.7333,-0.4924375045026148,0,0,1,0,1.0
423,0,3,1,29.0,-0.027771959981314702,0,0,7.875,-0.4895860208356569,0,0,0,1,1.0
424,0,3,0,28.0,-0.10457866558193422,1,1,14.4,-0.35828093313699566,0,0,0,1,1.0
425,0,3,1,18.0,-0.8726457215881294,1,1,20.2125,-0.24131375731347557,0,0,0,1,1.0
426,0,3,1,28.0,-0.10457866558193422,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
427,1,2,0,28.0,-0.10457866558193422,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
428,1,2,0,19.0,-0.79583901598751,0,0,26.0,-0.12484966611715337,0,0,0,1,0.5
429,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
430,1,3,1,32.0,0.20264815682054385,0,0,8.05,-0.48606442844527137,1,0,0,1,1.0
431,1,1,1,28.0,-0.10457866558193422,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0
432,1,3,0,28.0,-0.10457866558193422,1,0,16.1,-0.32407117848753597,0,0,0,1,1.0
433,1,2,0,42.0,0.970715212826739,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
434,0,3,1,17.0,-0.9494524271887489,0,0,7.125,-0.504678559651595,0,0,0,1,1.0
435,0,1,1,50.0,1.5851688576316951,1,0,55.9,0.47683954801157796,1,0,0,1,0.0
436,1,1,0,14.0,-1.1798725439906075,1,2,120.0,1.7667485321470857,1,0,0,1,0.0
437,0,3,0,21.0,-0.6422256047862709,2,2,34.375,0.043683683994155176,0,0,0,1,1.0
438,1,2,0,24.0,-0.4118054879844123,2,3,18.75,-0.2707442080045548,0,0,0,1,0.5
439,0,1,1,64.0,2.6604627360403685,1,4,263.0,4.644392599719279,1,0,0,1,0.0
440,0,2,1,31.0,0.12584145121992435,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
441,1,2,0,45.0,1.2011353296285976,1,1,26.25,-0.11981881984517401,0,0,0,1,0.5
442,0,3,1,20.0,-0.7190323103868904,0,0,9.5,-0.4568855200677911,0,0,0,1,1.0
443,0,3,1,25.0,-0.33499878238379277,1,0,7.775,-0.4915983593444487,0,0,0,1,1.0
444,1,2,0,28.0,-0.10457866558193422,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
445,1,3,1,28.0,-0.10457866558193422,0,0,8.1125,-0.4848067168772765,0,0,0,1,1.0
446,1,1,1,4.0,-1.9479395999968028,0,2,81.8583,0.9992084151392652,1,0,0,1,0.0
447,1,2,0,13.0,-1.2566792495912271,0,1,19.5,-0.2556516691886167,0,0,0,1,0.5
448,1,1,1,34.0,0.3562615680217829,0,0,26.55,-0.11378180431879875,0,0,0,1,0.0
449,1,3,0,5.0,-1.8711328943961831,2,1,19.2583,-0.26051549136436636,0,1,0,0,1.0
450,1,1,1,52.0,1.7387822688329342,0,0,30.5,-0.034294433221524895,1,0,0,1,0.0
451,0,2,1,36.0,0.5098749792230219,1,2,27.75,-0.08963374221329785,0,0,0,1,0.5
452,0,3,1,28.0,-0.10457866558193422,1,0,19.9667,-0.24626008536808563,0,0,0,1,1.0
453,0,1,1,30.0,0.04903474561930482,0,0,27.75,-0.08963374221329785,1,1,0,0,0.0
454,1,1,1,49.0,1.5083621520310757,1,0,89.1042,1.1450204511478064,1,1,0,0,0.0
455,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
456,1,3,1,29.0,-0.027771959981314702,0,0,7.8958,-0.4891674544258282,0,1,0,0,1.0
457,0,1,1,65.0,2.737269441640988,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0
458,1,1,0,28.0,-0.10457866558193422,1,0,51.8625,0.3955913807191113,1,0,0,1,0.0
459,1,2,0,50.0,1.5851688576316951,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
460,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
461,1,1,1,48.0,1.431555446430456,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0
462,0,3,1,34.0,0.3562615680217829,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
463,0,1,1,47.0,1.3547487408298367,0,0,38.5,0.1266926474818146,1,0,0,1,0.0
464,0,2,1,48.0,1.431555446430456,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5
465,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
466,0,3,1,38.0,0.663488390424261,0,0,7.05,-0.5061878135331888,0,0,0,1,1.0
467,0,2,1,28.0,-0.10457866558193422,0,0,0.0,-0.6480576784030068,0,0,0,1,0.5
468,0,1,1,56.0,2.0460090912354123,0,0,26.55,-0.11378180431879875,0,0,0,1,0.0
469,0,3,1,28.0,-0.10457866558193422,0,0,7.725,-0.4926045285988445,0,0,1,0,1.0
470,1,3,0,0.75,-2.197561393198816,2,1,19.2583,-0.26051549136436636,0,1,0,0,1.0
471,0,3,1,28.0,-0.10457866558193422,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
472,0,3,1,38.0,0.663488390424261,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
473,1,2,0,33.0,0.27945486242116335,1,2,27.75,-0.08963374221329785,0,0,0,1,0.5
474,1,2,0,23.0,-0.48861219358503183,0,0,13.7917,-0.3705219882859758,1,1,0,0,0.5
475,0,3,0,22.0,-0.5654188991856514,0,0,9.8375,-0.450093877600619,0,0,0,1,1.0
476,0,1,1,28.0,-0.10457866558193422,0,0,52.0,0.39835834616870003,1,0,0,1,0.0
477,0,2,1,34.0,0.3562615680217829,1,0,21.0,-0.22546659155674054,0,0,0,1,0.5
478,0,3,1,29.0,-0.027771959981314702,1,0,7.0458,-0.5062723317505581,0,0,0,1,1.0
479,0,3,1,22.0,-0.5654188991856514,0,0,7.5208,-0.49671372383379725,0,0,0,1,1.0
480,1,3,0,2.0,-2.1015530111980416,0,1,12.2875,-0.4007915841352212,0,0,0,1,1.0
481,0,3,1,9.0,-1.563906071993705,5,2,46.9,0.29572908222032107,0,0,0,1,1.0
482,0,2,1,28.0,-0.10457866558193422,0,0,0.0,-0.6480576784030068,0,0,0,1,0.5
483,0,3,1,50.0,1.5851688576316951,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
484,1,3,0,63.0,2.583656030439749,0,0,9.5875,-0.45512472387259834,0,0,0,1,1.0
485,1,1,1,25.0,-0.33499878238379277,1,0,91.0792,1.1847641366964432,1,1,0,0,0.0
486,0,3,0,28.0,-0.10457866558193422,3,1,25.4667,-0.13558146738453974,0,0,0,1,1.0
487,1,1,0,35.0,0.4330682736224024,1,0,90.0,1.1630469795095626,1,0,0,1,0.0
488,0,1,1,58.0,2.1996225024366516,0,0,29.7,-0.05039314129185886,1,1,0,0,0.0
489,0,3,1,30.0,0.04903474561930482,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
490,1,3,1,9.0,-1.563906071993705,1,1,15.9,-0.3280958555051195,0,0,0,1,1.0
491,0,3,1,28.0,-0.10457866558193422,1,0,19.9667,-0.24626008536808563,0,0,0,1,1.0
492,0,3,1,21.0,-0.6422256047862709,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0
493,0,1,1,55.0,1.9692023856347929,0,0,30.5,-0.034294433221524895,1,0,0,1,0.0
494,0,1,1,71.0,3.198109675244705,0,0,49.5042,0.34813440166627563,0,1,0,0,0.0
495,0,3,1,21.0,-0.6422256047862709,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
496,0,3,1,28.0,-0.10457866558193422,0,0,14.4583,-0.35710773978637,0,1,0,0,1.0
497,1,1,0,54.0,1.8923956800341732,1,0,78.2667,0.926933265257501,1,1,0,0,0.0
498,0,3,1,28.0,-0.10457866558193422,0,0,15.1,-0.3441945635754534,0,0,0,1,1.0
499,0,1,0,25.0,-0.33499878238379277,1,2,151.55,2.401641331670881,1,0,0,1,0.0
500,0,3,1,24.0,-0.4118054879844123,0,0,7.7958,-0.49117979293462,0,0,0,1,1.0
501,0,3,1,17.0,-0.9494524271887489,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
502,0,3,0,21.0,-0.6422256047862709,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
503,0,3,0,28.0,-0.10457866558193422,0,0,7.6292,-0.494532348890267,0,0,1,0,1.0
504,0,3,0,37.0,0.5866816848236415,0,0,9.5875,-0.45512472387259834,0,0,0,1,1.0
505,1,1,0,16.0,-1.0262591327893684,0,0,86.5,1.0926151317018515,1,0,0,1,0.0
506,0,1,1,18.0,-0.8726457215881294,1,0,108.9,1.5433789576712023,1,1,0,0,0.0
507,1,2,0,33.0,0.27945486242116335,0,2,26.0,-0.12484966611715337,0,0,0,1,0.5
508,1,1,1,28.0,-0.10457866558193422,0,0,26.55,-0.11378180431879875,0,0,0,1,0.0
509,0,3,1,28.0,-0.10457866558193422,0,0,22.525,-0.19477842929766648,0,0,0,1,1.0
510,1,3,1,26.0,-0.25819207678317324,0,0,56.4958,0.48882906084695926,0,0,0,1,1.0
511,1,3,1,29.0,-0.027771959981314702,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
512,0,3,1,28.0,-0.10457866558193422,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0
513,1,1,1,36.0,0.5098749792230219,0,0,26.2875,-0.11906419290437707,1,0,0,1,0.0
514,1,1,0,54.0,1.8923956800341732,1,0,59.4,0.547271395819289,0,1,0,0,0.0
515,0,3,1,24.0,-0.4118054879844123,0,0,7.4958,-0.4972168084609952,0,0,0,1,1.0
516,0,1,1,47.0,1.3547487408298367,0,0,34.0208,0.03655598099601484,1,0,0,1,0.0
517,1,2,0,34.0,0.3562615680217829,0,0,10.5,-0.43676213497987365,1,0,0,1,0.5
518,0,3,1,28.0,-0.10457866558193422,0,0,24.15,-0.16207792852980066,0,0,1,0,1.0
519,1,2,0,36.0,0.5098749792230219,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5
520,0,3,1,32.0,0.20264815682054385,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
521,1,1,0,30.0,0.04903474561930482,0,0,93.5,1.2334788273172737,1,0,0,1,0.0
522,0,3,1,22.0,-0.5654188991856514,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0
523,0,3,1,28.0,-0.10457866558193422,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0
524,1,1,0,44.0,1.1243286240279782,0,1,57.9792,0.518680090286376,1,1,0,0,0.0
525,0,3,1,28.0,-0.10457866558193422,0,0,7.2292,-0.502581702925434,0,1,0,0,1.0
526,0,3,1,40.5,0.8555051544258098,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0
527,1,2,0,50.0,1.5851688576316951,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5
528,0,1,1,28.0,-0.10457866558193422,0,0,221.7792,3.8148905676872524,1,0,0,1,0.0
529,0,3,1,39.0,0.7402950960248805,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0
530,0,2,1,23.0,-0.48861219358503183,2,1,11.5,-0.4166387498919562,0,0,0,1,0.5
531,1,2,0,2.0,-2.1015530111980416,1,1,26.0,-0.12484966611715337,0,0,0,1,0.5
532,0,3,1,28.0,-0.10457866558193422,0,0,7.2292,-0.502581702925434,0,1,0,0,1.0
533,0,3,1,17.0,-0.9494524271887489,1,1,7.2292,-0.502581702925434,0,1,0,0,1.0
534,1,3,0,28.0,-0.10457866558193422,0,2,22.3583,-0.1981329975918223,0,1,0,0,1.0
535,0,3,0,30.0,0.04903474561930482,0,0,8.6625,-0.4737388550789219,0,0,0,1,1.0
536,1,2,0,7.0,-1.717519483194944,0,2,26.25,-0.11981881984517401,0,0,0,1,0.5
537,0,1,1,45.0,1.2011353296285976,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0
