PassengerId,Survived,Pclass,Sex_encoded,Age,Age_scaled,SibSp,Parch,Fare,Fare_scaled,Has_Cabin,Embarked_C,Embarked_Q,Embarked_S,Pclass_norm,familySize,farePerPerson,isAlone,isChild,isBaby,isToddler,isTeen,isYoungAdult,isMiddleAge,isElderly,family_Alone,family_Small,family_Medium,family_Large,fare_Economy,fare_Standard,fare_Premium,fare_Luxury,title_Mr,title_Mrs,title_Miss,title_Master,title_Noble,title_Professional,title_Military,title_Other,age_class_interaction,fare_class_interaction,family_class_interaction,child_female_interaction,deck_Unknown,deck_Rare,women_children_first,status_Lower,status_Middle,status_Upper,age_squared,age_log,fare_log,fare_squared,long_name,has_shared_ticket,deck_A,deck_B,deck_C,deck_D,deck_E,deck_F
194,1,2,1,3.0,-2.0247463055974224,1,1,26.0,-0.12484966611715337,1,0,0,1,0.5,3,8.666666666666666,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,17.333333333333332,6,0,0,0,1,0,1,0,9.0,1.3862943611198906,3.295836866004329,676.0,0,1,0,0,0,0,0,1
195,1,1,0,44.0,1.1243286240279782,0,0,27.7208,-0.09022134505786503,1,1,0,0,0.0,1,27.7208,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,44.0,27.7208,1,0,0,0,1,0,1,0,1936.0,3.8066624897703196,3.357621598945279,768.44275264,1,0,0,1,0,0,0,0
196,1,1,0,58.0,2.1996225024366516,0,0,146.5208,2.300436803386727,1,1,0,0,0.0,1,146.5208,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,58.0,146.5208,1,0,0,0,1,0,1,0,3364.0,4.07753744390572,4.993969182787072,21468.344832640003,0,1,0,1,0,0,0,0
197,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,23.25,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
198,0,3,1,42.0,0.970715212826739,0,1,8.4042,-0.478936725447131,0,0,0,1,1.0,2,4.2021,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,126.0,12.6063,6,0,1,0,0,1,0,0,1764.0,3.7612001156935624,2.2411563979973974,70.63057763999998,1,0,0,0,0,0,0,0
199,1,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,84.0,23.25,3,0,1,0,1,1,0,0,784.0,3.367295829986474,2.169053700369523,60.0625,1,0,0,0,0,0,0,0
200,0,2,0,24.0,-0.4118054879844123,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5,1,13.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,48.0,26.0,2,0,1,0,1,0,1,0,576.0,3.2188758248682006,2.6390573296152584,169.0,1,0,0,0,0,0,0,0
201,0,3,1,28.0,-0.10457866558193422,0,0,9.5,-0.4568855200677911,0,0,0,1,1.0,1,9.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84.0,28.5,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.3513752571634776,90.25,0,0,0,0,0,0,0,0
202,0,3,1,28.0,-0.10457866558193422,8,2,69.55,0.751523754461651,0,0,0,1,1.0,11,6.322727272727272,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,84.0,18.96818181818182,33,0,1,0,0,1,0,0,784.0,3.367295829986474,4.256321678298823,4837.202499999999,0,1,0,0,0,0,0,0
203,0,3,1,34.0,0.3562615680217829,0,0,6.4958,-0.5173401935489127,0,0,0,1,1.0,1,6.4958,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,102.0,19.4874,3,0,1,0,0,1,0,0,1156.0,3.5553480614894135,2.0143428636837015,42.19541764,0,0,0,0,0,0,0,0
204,0,3,1,45.5,1.2395386824289074,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0,1,7.225,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,136.5,21.674999999999997,3,0,1,0,0,1,0,0,2070.25,3.8394523125933104,2.1071782966514356,52.200624999999995,0,0,0,0,0,0,0,0
205,1,3,1,18.0,-0.8726457215881294,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,54.0,24.150000000000002,3,0,1,0,0,1,0,0,324.0,2.9444389791664403,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
206,0,3,0,2.0,-2.1015530111980416,0,1,10.4625,-0.43751676192067057,1,0,0,1,1.0,2,5.23125,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.0,15.693750000000001,6,1,0,1,1,1,0,0,4.0,1.0986122886681098,2.4390808375825834,109.46390625000001,0,1,0,0,0,0,0,0
207,0,3,1,32.0,0.20264815682054385,1,0,15.85,-0.32910202475951533,0,0,0,1,1.0,2,7.925,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,96.0,23.775,6,0,1,0,0,1,0,0,1024.0,3.4965075614664802,2.8243506567983707,251.2225,0,1,0,0,0,0,0,0
208,1,3,1,26.0,-0.25819207678317324,0,0,18.7875,-0.26998958106375787,0,1,0,0,1.0,1,18.7875,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,78.0,56.362500000000004,3,0,1,0,0,1,0,0,676.0,3.295836866004329,2.9850504252071306,352.97015625000006,0,1,0,0,0,0,0,0
209,1,3,0,16.0,-1.0262591327893684,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,48.0,23.25,3,0,1,0,1,1,0,0,256.0,2.833213344056216,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
210,1,1,1,40.0,0.8171018016255001,0,0,31.0,-0.024232740677566176,1,1,0,0,0.0,1,31.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,40.0,31.0,1,0,0,0,0,0,1,0,1600.0,3.713572066704308,3.4657359027997265,961.0,0,0,1,0,0,0,0,0
211,0,3,1,24.0,-0.4118054879844123,0,0,7.05,-0.5061878135331888,0,0,0,1,1.0,1,7.05,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,72.0,21.15,3,0,1,0,0,1,0,0,576.0,3.2188758248682006,2.0856720914304723,49.7025,0,0,0,0,0,0,0,0
212,1,2,0,35.0,0.4330682736224024,0,0,21.0,-0.22546659155674054,0,0,0,1,0.5,1,21.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,70.0,42.0,2,0,1,0,1,0,1,0,1225.0,3.58351893845611,3.091042453358316,441.0,0,0,0,0,0,0,0,0
213,0,3,1,22.0,-0.5654188991856514,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0,1,7.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,66.0,21.75,3,0,1,0,0,1,0,0,484.0,3.1354942159291497,2.1102132003465894,52.5625,0,0,0,0,0,0,0,0
214,0,2,1,30.0,0.04903474561930482,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5,1,13.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.0,26.0,2,0,1,0,0,0,1,0,900.0,3.4339872044851463,2.6390573296152584,169.0,0,0,0,0,0,0,0,0
215,0,3,1,28.0,-0.10457866558193422,1,0,7.75,-0.49210144397164657,0,0,1,0,1.0,2,3.875,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,11.625,6,0,1,0,0,1,0,0,784.0,3.367295829986474,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
216,1,1,0,31.0,0.12584145121992435,1,0,113.275,1.6314187674308411,1,1,0,0,0.0,2,56.6375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,31.0,56.6375,2,0,0,0,1,0,1,0,961.0,3.4657359027997265,4.738607824217808,12831.225625000001,0,1,0,0,0,1,0,0
217,1,3,0,27.0,-0.18138537118255374,0,0,7.925,-0.48857985158126105,0,0,0,1,1.0,1,7.925,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,81.0,23.775,3,0,1,0,1,1,0,0,729.0,3.332204510175204,2.188856327665703,62.805625,0,0,0,0,0,0,0,0
218,0,2,1,42.0,0.970715212826739,1,0,27.0,-0.10472628102923592,0,0,0,1,0.5,2,13.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,84.0,27.0,4,0,1,0,0,0,1,0,1764.0,3.7612001156935624,3.332204510175204,729.0,0,1,0,0,0,0,0,0
219,1,1,0,32.0,0.20264815682054385,0,0,76.2917,0.8871895797088641,1,1,0,0,0.0,1,76.2917,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,32.0,76.2917,1,0,0,0,1,0,1,0,1024.0,3.4965075614664802,4.347586575960343,5820.423488890001,0,0,0,0,0,1,0,0
220,0,2,1,30.0,0.04903474561930482,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,60.0,21.0,2,0,1,0,0,0,1,0,900.0,3.4339872044851463,2.4423470353692043,110.25,0,0,0,0,0,0,0,0
221,1,3,1,16.0,-1.0262591327893684,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,48.0,24.150000000000002,3,0,1,0,0,1,0,0,256.0,2.833213344056216,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
222,0,2,1,27.0,-0.18138537118255374,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5,1,13.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,54.0,26.0,2,0,1,0,0,0,1,0,729.0,3.332204510175204,2.6390573296152584,169.0,0,0,0,0,0,0,0,0
223,0,3,1,51.0,1.6619755632323148,0,0,8.05,-0.48606442844527137,0,0,0,1,1.0,1,8.05,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,153.0,24.150000000000002,3,0,1,0,0,1,0,0,2601.0,3.9512437185814275,2.2027647577118348,64.80250000000001,0,0,0,0,0,0,0,0
224,0,3,1,28.0,-0.10457866558193422,0,0,7.8958,-0.4891674544258282,0,0,0,1,1.0,1,7.8958,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,23.6874,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.1855792552411137,62.34365764,0,0,0,0,0,0,0,0
225,1,1,1,38.0,0.663488390424261,1,0,90.0,1.1630469795095626,1,0,0,1,0.0,2,45.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,38.0,45.0,2,0,0,0,0,0,1,0,1444.0,3.6635616461296463,4.51085950651685,8100.0,0,1,0,0,1,0,0,0
226,0,3,1,22.0,-0.5654188991856514,0,0,9.35,-0.45990402783097867,0,0,0,1,1.0,1,9.35,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,66.0,28.049999999999997,3,0,1,0,0,1,0,0,484.0,3.1354942159291497,2.336986519711378,87.4225,0,0,0,0,0,0,0,0
227,1,2,1,19.0,-0.79583901598751,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38.0,21.0,2,0,1,0,0,0,1,0,361.0,2.995732273553991,2.4423470353692043,110.25,0,0,0,0,0,0,0,0
228,0,3,1,20.5,-0.6806289575865806,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0,1,7.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,61.5,21.75,3,0,1,0,0,1,0,0,420.25,3.068052935133617,2.1102132003465894,52.5625,1,0,0,0,0,0,0,0
229,0,2,1,18.0,-0.8726457215881294,0,0,13.0,-0.38645367226008004,0,0,0,1,0.5,1,13.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,36.0,26.0,2,0,1,0,0,0,1,0,324.0,2.9444389791664403,2.6390573296152584,169.0,0,0,0,0,0,0,0,0
230,0,3,0,28.0,-0.10457866558193422,3,1,25.4667,-0.13558146738453974,0,0,0,1,1.0,5,5.0933399999999995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,84.0,15.280019999999999,15,0,1,0,1,1,0,0,784.0,3.367295829986474,3.275887339030031,648.5528088899999,0,1,0,0,0,0,0,0
231,1,1,0,35.0,0.4330682736224024,1,0,83.475,1.0317418918109011,1,0,0,1,0.0,2,41.7375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,35.0,41.7375,2,0,0,0,1,0,1,0,1225.0,3.58351893845611,4.436455632600354,6968.0756249999995,1,1,0,0,1,0,0,0
232,0,3,1,29.0,-0.027771959981314702,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0,1,7.775,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,87.0,23.325000000000003,3,0,1,0,0,1,0,0,841.0,3.4011973816621555,2.1719067693519296,60.450625,0,0,0,0,0,0,0,0
233,0,2,1,59.0,2.276429208037271,0,0,13.5,-0.3763919797161213,0,0,0,1,0.5,1,13.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,118.0,27.0,2,0,1,0,0,0,1,0,3481.0,4.0943445622221,2.6741486494265287,182.25,0,0,0,0,0,0,0,0
234,1,3,0,5.0,-1.8711328943961831,4,2,31.3875,-0.016434928955998185,0,0,0,1,1.0,7,4.483928571428572,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15.0,13.451785714285716,21,1,1,0,1,1,0,0,25.0,1.791759469228055,3.4777725458882283,985.17515625,0,1,0,0,0,0,0,0
235,0,2,1,24.0,-0.4118054879844123,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,48.0,21.0,2,0,1,0,0,0,1,0,576.0,3.2188758248682006,2.4423470353692043,110.25,1,0,0,0,0,0,0,0
236,0,3,0,28.0,-0.10457866558193422,0,0,7.55,-0.4961261209892301,0,0,0,1,1.0,1,7.55,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,84.0,22.65,3,0,1,0,1,1,0,0,784.0,3.367295829986474,2.145931282948669,57.0025,0,0,0,0,0,0,0,0
237,0,2,1,44.0,1.1243286240279782,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5,2,13.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,88.0,26.0,4,0,1,0,0,0,1,0,1936.0,3.8066624897703196,3.295836866004329,676.0,0,0,0,0,0,0,0,0
238,1,2,0,8.0,-1.6407127775943247,0,2,26.25,-0.11981881984517401,0,0,0,1,0.5,3,8.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.0,17.5,6,1,1,0,1,0,1,0,64.0,2.1972245773362196,3.305053521109253,689.0625,1,1,0,0,0,0,0,0
239,0,2,1,19.0,-0.79583901598751,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,38.0,21.0,2,0,1,0,0,0,1,0,361.0,2.995732273553991,2.4423470353692043,110.25,1,0,0,0,0,0,0,0
240,0,2,1,33.0,0.27945486242116335,0,0,12.275,-0.40104312644882023,0,0,0,1,0.5,1,12.275,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,66.0,24.55,2,0,1,0,0,0,1,0,1089.0,3.5263605246161616,2.5858825671280026,150.675625,0,0,0,0,0,0,0,0
241,0,3,0,28.0,-0.10457866558193422,1,0,14.4542,-0.3571902456652305,0,1,0,0,1.0,2,7.2271,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,84.0,21.6813,6,0,1,0,1,1,0,0,784.0,3.367295829986474,2.737880811060884,208.92389764,0,1,0,0,0,0,0,0
242,1,3,0,28.0,-0.10457866558193422,1,0,15.5,-0.3361452095402864,0,0,1,0,1.0,2,7.75,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,84.0,23.25,6,0,1,0,1,1,0,0,784.0,3.367295829986474,2.803360380906535,240.25,0,1,0,0,0,0,0,0
243,0,2,1,29.0,-0.027771959981314702,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,58.0,21.0,2,0,1,0,0,0,1,0,841.0,3.4011973816621555,2.4423470353692043,110.25,1,0,0,0,0,0,0,0
244,0,3,1,22.0,-0.5654188991856514,0,0,7.125,-0.504678559651595,0,0,0,1,1.0,1,7.125,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,66.0,21.375,3,0,1,0,0,1,0,0,484.0,3.1354942159291497,2.094945728215801,50.765625,0,0,0,0,0,0,0,0
245,0,3,1,30.0,0.04903474561930482,0,0,7.225,-0.5026662211428032,0,1,0,0,1.0,1,7.225,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,90.0,21.674999999999997,3,0,1,0,0,1,0,0,900.0,3.4339872044851463,2.1071782966514356,52.200624999999995,0,0,0,0,0,0,0,0
246,0,1,1,44.0,1.1243286240279782,2,0,90.0,1.1630469795095626,1,0,1,0,0.0,3,30.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44.0,30.0,3,0,0,0,0,0,0,1,1936.0,3.8066624897703196,4.51085950651685,8100.0,0,1,0,0,1,0,0,0
247,0,3,0,25.0,-0.33499878238379277,0,0,7.775,-0.4915983593444487,0,0,0,1,1.0,1,7.775,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,75.0,23.325000000000003,3,0,1,0,1,1,0,0,625.0,3.258096538021482,2.1719067693519296,60.450625,1,0,0,0,0,0,0,0
248,1,2,0,24.0,-0.4118054879844123,0,2,14.5,-0.35626859462820387,0,0,0,1,0.5,3,4.833333333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,48.0,9.666666666666666,6,0,1,0,1,0,1,0,576.0,3.2188758248682006,2.740840023925201,210.25,1,1,0,0,0,0,0,0
249,1,1,1,37.0,0.5866816848236415,1,1,52.5542,0.40951072618442386,1,0,0,1,0.0,3,17.518066666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37.0,17.518066666666666,3,0,0,0,0,0,1,0,1369.0,3.6375861597263857,3.9806942251907276,2761.94393764,0,1,0,0,0,1,0,0
250,0,2,1,54.0,1.8923956800341732,1,0,26.0,-0.12484966611715337,0,0,0,1,0.5,2,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,108.0,26.0,4,0,1,0,0,0,1,0,2916.0,4.007333185232471,3.295836866004329,676.0,0,1,0,0,0,0,0,0
251,0,3,1,28.0,-0.10457866558193422,0,0,7.25,-0.5021631365156053,0,0,0,1,1.0,1,7.25,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,21.75,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.1102132003465894,52.5625,0,0,0,0,0,0,0,0
252,0,3,0,29.0,-0.027771959981314702,1,1,10.4625,-0.43751676192067057,1,0,0,1,1.0,3,3.4875000000000003,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,87.0,10.4625,9,0,0,1,1,1,0,0,841.0,3.4011973816621555,2.4390808375825834,109.46390625000001,1,1,0,0,0,0,0,0
253,0,1,1,62.0,2.5068493248391293,0,0,26.55,-0.11378180431879875,1,0,0,1,0.0,1,26.55,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,62.0,26.55,1,0,0,0,0,0,1,0,3844.0,4.143134726391533,3.3160025355989236,704.9025,0,0,0,0,1,0,0,0
254,0,3,1,30.0,0.04903474561930482,1,0,16.1,-0.32407117848753597,0,0,0,1,1.0,2,8.05,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,90.0,24.150000000000002,6,0,1,0,0,1,0,0,900.0,3.4339872044851463,2.8390784635086144,259.21000000000004,0,1,0,0,0,0,0,0
255,0,3,0,41.0,0.8939085072261196,0,2,20.2125,-0.24131375731347557,0,0,0,1,1.0,3,6.7375,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,123.0,20.2125,9,0,1,0,1,1,0,0,1681.0,3.7376696182833684,3.0545906305603445,408.54515624999993,1,1,0,0,0,0,0,0
256,1,3,0,29.0,-0.027771959981314702,0,2,15.2458,-0.34126057402963506,0,1,0,0,1.0,3,5.081933333333333,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,87.0,15.2458,9,0,1,0,1,1,0,0,841.0,3.4011973816621555,2.7878344138303452,232.43441763999996,1,0,0,0,0,0,0,0
257,1,1,0,28.0,-0.10457866558193422,0,0,79.2,0.9457144205600544,0,1,0,0,0.0,1,79.2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,28.0,79.2,1,0,1,0,1,0,1,0,784.0,3.367295829986474,4.384523514872469,6272.64,0,0,0,0,0,0,0,0
258,1,1,0,30.0,0.04903474561930482,0,0,86.5,1.0926151317018515,1,0,0,1,0.0,1,86.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30.0,86.5,1,0,0,0,1,0,1,0,900.0,3.4339872044851463,4.471638793363569,7482.25,0,1,0,1,0,0,0,0
259,1,1,0,35.0,0.4330682736224024,0,0,512.3292,9.661740104981664,0,1,0,0,0.0,1,512.3292,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0,512.3292,1,0,1,0,1,0,1,0,1225.0,3.58351893845611,6.240917354759096,262481.20917264,0,1,0,0,0,0,0,0
260,1,2,0,50.0,1.5851688576316951,0,1,26.0,-0.12484966611715337,0,0,0,1,0.5,2,13.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,100.0,26.0,4,0,1,0,1,0,1,0,2500.0,3.9318256327243257,3.295836866004329,676.0,0,1,0,0,0,0,0,0
261,0,3,1,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84.0,23.25,3,0,1,0,0,1,0,0,784.0,3.367295829986474,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
262,1,3,1,3.0,-2.0247463055974224,4,2,31.3875,-0.016434928955998185,0,0,0,1,1.0,7,4.483928571428572,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,9.0,13.451785714285716,21,0,1,0,1,1,0,0,9.0,1.3862943611198906,3.4777725458882283,985.17515625,1,1,0,0,0,0,0,0
263,0,1,1,52.0,1.7387822688329342,1,1,79.65,0.9547699438496172,1,0,0,1,0.0,3,26.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,52.0,26.55,3,0,0,0,0,0,1,0,2704.0,3.970291913552122,4.390118804571218,6344.122500000001,0,1,0,0,0,0,1,0
264,0,1,1,40.0,0.8171018016255001,0,0,0.0,-0.6480576784030068,1,0,0,1,0.0,1,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,40.0,0.0,1,0,0,0,0,0,1,0,1600.0,3.713572066704308,0.0,0.0,0,0,0,1,0,0,0,0
265,0,3,0,28.0,-0.10457866558193422,0,0,7.75,-0.49210144397164657,0,0,1,0,1.0,1,7.75,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,84.0,23.25,3,0,1,0,1,1,0,0,784.0,3.367295829986474,2.169053700369523,60.0625,0,0,0,0,0,0,0,0
266,0,2,1,36.0,0.5098749792230219,0,0,10.5,-0.43676213497987365,0,0,0,1,0.5,1,10.5,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,72.0,21.0,2,0,1,0,0,0,1,0,1296.0,3.6109179126442243,2.4423470353692043,110.25,0,0,0,0,0,0,0,0
267,0,3,1,16.0,-1.0262591327893684,4,1,39.6875,0.15058916727371655,0,0,0,1,1.0,6,6.614583333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,48.0,19.84375,18,0,1,0,0,1,0,0,256.0,2.833213344056216,3.705920919968788,1575.09765625,0,1,0,0,0,0,0,0
268,1,3,1,25.0,-0.33499878238379277,1,0,7.775,-0.4915983593444487,0,0,0,1,1.0,2,3.8875,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,75.0,11.662500000000001,6,0,1,0,0,1,0,0,625.0,3.258096538021482,2.1719067693519296,60.450625,0,0,0,0,0,0,0,0
269,1,1,0,58.0,2.1996225024366516,0,1,153.4625,2.440127305651523,1,0,0,1,0.0,2,76.73125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,58.0,76.73125,2,0,0,0,1,0,1,0,3364.0,4.07753744390572,5.039951348430309,23550.73890625,1,1,0,0,1,0,0,0
270,1,1,0,35.0,0.4330682736224024,0,0,135.6333,2.081343448242025,1,0,0,1,0.0,1,135.6333,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0,135.6333,1,0,0,0,1,0,1,0,1225.0,3.58351893845611,4.91730069488021,18396.392068889996,0,1,0,0,1,0,0,0
271,0,1,1,28.0,-0.10457866558193422,0,0,31.0,-0.024232740677566176,0,0,0,1,0.0,1,31.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,28.0,31.0,1,0,1,0,0,0,1,0,784.0,3.367295829986474,3.4657359027997265,961.0,0,1,0,0,0,0,0,0
